gen,best_fit,best_T,best_m,mean_T,stddev_T,mean_m,stddev_m,elapsed_s
1061,5.56907357,1.0000,4097,4.0800,6.9312,4022.3000,185.2167,50.93
1062,5.56907357,1.0000,4097,5.8798,9.6421,3971.5250,261.1309,51.00
1063,5.56907357,1.0000,4097,4.6436,9.7169,4012.9250,245.0428,51.06
1064,5.56907357,1.0000,4097,7.7273,13.0676,3928.6250,329.1543,51.13
1065,5.56907357,1.0000,4097,4.7386,9.4890,4009.4750,245.8480,51.20
1066,5.56907357,1.0000,4097,2.8729,6.7792,4064.6000,168.2251,51.26
1067,5.57062126,1.0000,4097,7.7809,13.5491,3937.4750,307.2532,51.33
1068,5.57062126,1.0000,4097,3.1399,8.2663,4047.8000,215.3384,51.39
1069,5.57062126,1.0000,4097,5.8396,12.8823,4003.1750,297.8042,51.47
1070,5.57062126,1.0000,4097,5.8588,12.3225,3994.8500,284.4151,51.54
1071,5.57062126,1.0000,4097,6.2112,10.2441,3986.7500,271.0436,51.61
1072,5.57062126,1.0000,4097,5.8588,10.3104,3984.5000,271.0031,51.67
1073,5.57062126,1.0000,4097,5.4530,11.9047,3996.0500,288.9691,51.73
1074,5.57062126,1.0000,4097,4.8653,9.2509,4011.8750,233.1636,51.80
1075,5.57062126,1.0000,4097,7.6215,11.9157,3949.2500,295.4198,51.86
1076,5.57062126,1.0000,4097,4.2408,8.0104,4018.4750,211.2977,51.92
1077,5.57090928,1.0000,4097,4.9593,9.6736,4001.6000,250.4184,51.98
1078,5.57192511,1.0000,4097,6.2710,12.4054,3969.8750,314.7025,52.04
1079,5.57192511,1.0000,4097,3.5862,8.5001,4041.6500,210.9119,52.12
1080,5.57280166,1.0000,4097,6.0021,11.0370,3980.6000,281.8286,52.19
1081,5.57280166,1.0000,4097,5.6268,9.2520,3981.7250,252.6277,52.28
1082,5.57280166,1.0000,4097,9.3305,18.0271,3908.8250,400.5045,52.36
1083,5.57280166,1.0000,4097,8.7986,15.6774,3920.6000,358.9417,52.43
1084,5.57280166,1.0000,4097,3.9477,9.3095,4032.8750,232.7618,52.50
1085,5.57287291,1.0000,4097,3.3527,7.5146,4040.0000,196.5458,52.56
1086,5.57287291,1.0000,4097,3.2863,7.0616,4045.4750,174.7096,52.65
1087,5.57287291,1.0000,4097,6.4307,11.0349,3964.6250,293.0773,52.72
1088,5.57325899,1.0000,4097,8.8489,16.9206,3918.8750,381.1457,52.78
1089,5.57325899,1.0000,4097,3.8333,7.8416,4025.8250,214.8396,52.84
1090,5.57325899,1.0000,4097,3.6179,7.9468,4028.6750,210.8591,52.91
1091,5.57325899,1.0000,4097,8.3683,14.4966,3926.0750,343.4230,52.98
1092,5.57325899,1.0000,4097,3.9452,8.6389,4032.5750,210.8159,53.05
1093,5.57325899,1.0000,4097,2.3303,4.7001,4062.5750,122.1464,53.11
1094,5.57325899,1.0000,4097,4.5416,8.8646,4007.9750,232.3000,53.18
1095,5.57325899,1.0000,4097,9.1711,15.6188,3897.5000,383.2070,53.27
1096,5.57325899,1.0000,4097,6.6725,13.6737,3968.6000,317.6235,53.36
1097,5.57325899,1.0000,4097,6.3274,14.4319,3972.8750,337.9235,53.43
1098,5.57325899,1.0000,4097,6.4667,15.2409,3977.5250,323.2379,53.49
1099,5.57325899,1.0000,4097,5.0338,9.5181,4000.4000,255.8573,53.55
1100,5.57325899,1.0000,4097,8.6437,16.3902,3917.6750,383.7459,53.62
1101,5.57339915,1.0000,4097,5.0398,9.8978,4001.9000,234.1790,53.69
1102,5.57339915,1.0000,4097,6.4638,13.0184,3972.2000,300.8776,53.75
1103,5.57339915,1.0000,4097,5.1847,10.9816,3997.4750,267.8094,53.82
1104,5.57339915,1.0000,4097,6.1954,12.4025,3981.5750,299.2957,53.88
1105,5.57527539,1.0000,4097,7.7922,13.7123,3950.5250,332.2430,53.95
1106,5.57527539,1.0000,4097,5.3200,10.6495,4000.7750,266.0075,54.01
1107,5.57527539,1.0000,4097,4.6224,9.9570,4022.9000,235.8057,54.08
1108,5.57527539,1.0000,4097,3.0212,6.6966,4049.5250,176.6499,54.14
1109,5.57527539,1.0000,4097,5.2328,10.0861,3988.7000,264.3780,54.21
1110,5.57527539,1.0000,4097,8.4551,14.6387,3908.7500,370.2009,54.27
1111,5.57527539,1.0000,4097,6.4202,11.5215,3971.4500,294.4929,54.35
1112,5.57553177,1.0000,4097,6.1825,11.9038,3960.2000,313.2011,54.41
1113,5.57553177,1.0000,4097,6.1131,11.5940,3974.0750,291.4246,54.48
1114,5.57553177,1.0000,4097,6.0131,12.6465,3977.3000,313.2507,54.55
1115,5.57553177,1.0000,4097,4.1808,9.1628,4024.1000,238.5945,54.62
1116,5.57605683,1.0000,4097,4.6655,10.4778,4012.7000,253.9220,54.69
1117,5.58034614,1.0000,4097,3.0456,7.7553,4051.7000,199.7522,54.77
1118,5.58098260,1.0000,4097,3.9427,7.9721,4023.9500,209.2331,54.85
1119,5.58959176,1.0000,4097,5.5911,12.8567,3989.0000,307.5468,54.92
1120,5.58959176,1.0000,4097,2.8341,5.5249,4055.6750,146.7050,54.98
1121,5.58959176,1.0000,4097,7.1248,12.4230,3946.7750,311.2465,55.04
1122,5.58959176,1.0000,4097,8.2734,16.1864,3932.7500,356.4435,55.10
1123,5.58959176,1.0000,4097,6.1148,9.7458,3974.0750,256.1326,55.16
1124,5.58959176,1.0000,4097,3.8317,7.7717,4023.2750,209.2442,55.21
1125,5.58959176,1.0000,4097,4.9226,10.7446,4008.5000,260.1633,55.26
1126,5.58959176,1.0000,4097,5.6997,12.0498,3994.1000,285.2858,55.31
1127,5.58997464,1.0000,4097,4.7468,9.1724,4010.6750,236.2978,55.36
1128,5.59331802,1.0000,4097,3.8113,10.3243,4033.1750,242.2906,55.41
1129,5.59331802,1.0000,4097,5.6215,11.2077,3989.0750,258.4169,55.45
1130,5.59331802,1.0000,4097,3.8920,7.8538,4026.3500,203.5406,55.50
1131,5.59331802,1.0000,4097,3.2030,6.4409,4052.6750,160.2678,55.55
1132,5.59331802,1.0000,4097,5.3293,9.7999,3995.1500,248.5323,55.60
1133,5.59331802,1.0000,4097,5.7744,12.9905,3989.0000,302.5266,55.65
1134,5.59331802,1.0000,4097,5.3937,10.2149,3993.9500,265.4776,55.69
1135,5.59331802,1.0000,4097,6.0271,11.1267,3974.3000,288.6210,55.74
1136,5.59356443,1.0000,4097,3.8825,7.7414,4027.7000,202.8761,55.79
1137,5.59356443,1.0000,4097,3.6059,6.3177,4041.8750,158.7049,55.84
1138,5.59494026,1.0000,4097,4.6551,9.6381,4023.6500,227.5456,55.89
1139,5.59494026,1.0000,4097,3.5441,8.3740,4036.0250,219.3966,55.94
1140,5.59494026,1.0000,4097,7.2593,11.7722,3947.6000,279.0292,55.99
1141,5.59494026,1.0000,4097,5.7911,8.8144,3983.5250,235.8445,56.05
1142,5.59494026,1.0000,4097,3.2587,7.0663,4056.4250,173.1587,56.09
1143,5.59494026,1.0000,4097,9.3903,15.2584,3902.3000,371.1024,56.15
1144,5.59494026,1.0000,4097,5.0862,10.2632,4014.5750,251.2739,56.20
1145,5.59494026,1.0000,4097,4.1910,6.6664,4021.8500,175.0056,56.25
1146,5.59494026,1.0000,4097,3.3232,8.6518,4043.7500,210.3338,56.29
1147,5.59494026,1.0000,4097,5.2242,9.1013,3992.6750,237.2576,56.34
1148,5.59494026,1.0000,4097,5.4914,12.0670,3998.9000,284.0718,56.39
1149,5.59494026,1.0000,4097,7.0855,11.5889,3950.0750,295.6344,56.44
1150,5.59494026,1.0000,4097,4.4236,8.1383,4016.5250,210.6749,56.49
1151,5.59494026,1.0000,4097,7.9692,11.7737,3936.3500,304.3470,56.53
1152,5.59629066,1.0000,4097,4.3766,7.1689,4018.4750,188.8129,56.58
1153,5.59629066,1.0000,4097,3.2992,7.1207,4046.7500,187.0973,56.63
1154,5.59810055,1.0000,4097,6.3776,10.7707,3973.1000,272.2954,56.68
1155,5.59821092,1.0000,4097,3.2775,8.3464,4048.1750,200.1294,56.72
1156,5.59821092,1.0000,4097,5.0269,7.9583,4006.7000,204.9856,56.77
1157,5.59821092,1.0000,4097,2.8744,5.3616,4052.9750,136.8250,56.82
1158,5.59821092,1.0000,4097,5.8585,9.9600,3989.1500,259.4037,56.87
1159,5.59920509,1.0000,4097,3.5780,8.6200,4033.3250,226.5144,56.92
1160,5.59920509,1.0000,4097,5.3491,9.4316,3991.9250,250.3207,56.97
1161,5.59920509,1.0000,4097,7.4729,13.9346,3953.4500,325.0383,57.02
1162,5.59920509,1.0000,4097,4.4552,10.9081,4025.1500,253.3357,57.07
1163,5.59920509,1.0000,4097,4.5423,8.6966,4023.6500,223.9113,57.13
1164,5.59920509,1.0000,4097,4.4623,8.3196,4023.7250,207.1553,57.18
1165,5.59920509,1.0000,4097,3.9354,11.8937,4040.3000,253.5912,57.23
1166,5.59920509,1.0000,4097,4.2476,8.3747,4026.2000,214.5071,57.28
1167,5.59920509,1.0000,4097,3.3104,5.4783,4057.3250,141.1730,57.33
1168,5.59921273,1.0000,4097,9.5682,14.7604,3890.9000,370.1252,57.38
1169,5.59921273,1.0000,4097,8.4954,12.9550,3915.8000,332.2226,57.43
1170,5.59921273,1.0000,4097,6.4823,10.3363,3960.3500,269.0424,57.47
1171,5.59921273,1.0000,4097,4.2088,8.6402,4029.3500,220.0434,57.52
1172,5.60036862,1.0000,4097,9.5973,15.9098,3905.3750,364.2352,57.57
1173,5.60036862,1.0000,4097,6.8130,11.8262,3954.1250,289.2634,57.62
1174,5.60036862,1.0000,4097,4.2361,8.4041,4022.4500,210.5431,57.67
1175,5.60036862,1.0000,4097,6.9811,12.4520,3960.2000,314.2561,57.72
1176,5.60052195,1.0000,4097,4.9547,9.9350,4005.4250,250.0487,57.77
1177,5.60052195,1.0000,4097,4.5498,8.5839,4008.6500,224.8579,57.81
1178,5.60052195,1.0000,4097,6.7894,11.3731,3949.1000,299.5776,57.86
1179,5.60052195,1.0000,4097,5.7131,12.6949,3995.3750,289.6400,57.91
1180,5.60052195,1.0000,4097,4.4914,8.7709,4020.1250,224.4861,57.96
1181,5.60069452,1.0000,4097,2.9975,5.8182,4054.6250,151.0600,58.02
1182,5.60069452,1.0000,4097,2.7706,5.6341,4056.3500,142.2550,58.09
1183,5.60069452,1.0000,4097,5.1366,12.0384,4004.2250,284.3601,58.17
1184,5.60069452,1.0000,4097,6.0876,11.7184,3973.4750,303.6957,58.22
1185,5.60069452,1.0000,4097,6.5543,12.5418,3960.0500,311.8208,58.29
1186,5.60069452,1.0000,4097,8.0777,12.7525,3930.2750,318.7497,58.36
1187,5.60069452,1.0000,4097,7.4452,13.8632,3934.4000,350.9232,58.42
1188,5.60069452,1.0000,4097,3.8064,7.9514,4033.6250,204.2868,58.48
1189,5.60069452,1.0000,4097,4.6166,9.2586,4016.3750,224.2299,58.54
1190,5.60069452,1.0000,4097,4.6910,9.1107,4016.2250,234.6332,58.62
1191,5.60069452,1.0000,4097,2.6095,4.5321,4065.1250,110.5973,58.70
1192,5.60087483,1.0000,4097,4.0088,9.4963,4031.7500,227.8043,58.77
1193,5.60087483,1.0000,4097,6.1959,12.6275,3970.7750,304.8658,58.83
1194,5.60087483,1.0000,4097,2.9200,5.4293,4057.6250,136.1289,58.89
1195,5.60087483,1.0000,4097,8.7546,14.1378,3904.0250,347.1633,58.95
1196,5.60087483,1.0000,4097,7.5735,15.5051,3950.7500,366.8307,59.02
1197,5.60087483,1.0000,4097,4.8570,12.0407,4008.0500,282.2397,59.10
1198,5.60087483,1.0000,4097,6.1311,14.6587,3986.2250,317.4429,59.16
1199,5.60096400,1.0000,4097,3.2190,5.1728,4056.0500,127.3562,59.22
1200,5.60164634,1.0000,4097,6.3764,9.6643,3959.3750,260.8182,59.29
1201,5.60164634,1.0000,4097,2.2633,3.8817,4075.1000,98.6339,59.37
1202,5.60164634,1.0000,4097,8.3780,12.5787,3908.3750,329.4112,59.45
1203,5.60306415,1.0000,4097,5.8856,9.9544,3992.7500,247.1586,59.52
1204,5.60306415,1.0000,4097,7.7880,14.5940,3935.0750,357.7860,59.60
1205,5.60306415,1.0000,4097,4.2760,7.8076,4023.5000,200.4990,59.66
1206,5.60306415,1.0000,4097,8.5975,14.3497,3911.5250,346.4467,59.73
1207,5.60306415,1.0000,4097,3.5768,6.7435,4043.0000,174.9826,59.79
1208,5.60306415,1.0000,4097,2.6143,4.1261,4070.1500,93.8260,59.85
1209,5.60306415,1.0000,4097,2.7974,5.0708,4055.8250,125.4093,59.91
1210,5.60306415,1.0000,4097,3.7184,7.4871,4028.0000,195.4552,59.97
1211,5.60306415,1.0000,4097,6.1510,11.8917,3982.3250,286.0705,60.04
1212,5.60306415,1.0000,4097,6.8124,14.2468,3976.8500,330.4646,60.10
1213,5.60306415,1.0000,4097,2.6540,5.2071,4066.0250,130.6592,60.16
1214,5.60306415,1.0000,4097,5.6837,9.8898,3980.2250,265.4919,60.24
1215,5.60306415,1.0000,4097,6.4263,13.7001,3977.7500,312.9064,60.31
1216,5.60306415,1.0000,4097,4.4161,11.9176,4036.4750,244.5993,60.37
1217,5.60306415,1.0000,4097,5.6192,9.7760,3977.2250,260.6967,60.43
1218,5.60306415,1.0000,4097,3.3224,6.1998,4043.3750,163.4424,60.51
1219,5.60306415,1.0000,4097,5.4710,10.0460,3983.0000,264.7447,60.58
1220,5.60316160,1.0000,4097,6.2103,9.2513,3972.8750,240.6233,60.64
1221,5.60316160,1.0000,4097,5.5917,9.8669,3993.5000,261.9655,60.71
1222,5.60316160,1.0000,4097,4.2177,10.3187,4021.3250,253.3886,60.78
1223,5.60324014,1.0000,4097,3.7549,7.2898,4033.7750,194.0265,60.84
1224,5.60324014,1.0000,4097,2.2183,3.9293,4073.9000,96.0216,60.91
1225,5.60324014,1.0000,4097,8.4514,13.4262,3910.4000,345.5573,60.98
1226,5.60324014,1.0000,4097,5.6356,10.5407,3983.4500,278.1605,61.04
1227,5.60324014,1.0000,4097,4.7796,9.2965,4020.1250,221.6223,61.10
1228,5.60324014,1.0000,4097,4.7495,9.0828,4015.0250,233.3716,61.18
1229,5.60335958,1.0000,4097,6.8573,11.7372,3948.8000,297.5138,61.24
1230,5.60335958,1.0000,4097,4.3929,8.2022,4018.1000,213.2747,61.33
1231,5.60335958,1.0000,4097,7.0233,12.0320,3959.4500,296.4408,61.40
1232,5.60346143,1.0000,4097,3.6729,8.4910,4034.4500,213.8808,61.49
1233,5.60346143,1.0000,4097,7.0443,16.1371,3962.3750,352.8147,61.57
1234,5.60346762,1.0000,4097,3.3847,6.5853,4050.8000,171.2496,61.63
1235,5.60346762,1.0000,4097,3.5324,7.6006,4034.6000,200.3342,61.70
1236,5.60346762,1.0000,4097,4.7966,8.6286,4003.9250,231.3217,61.77
1237,5.60346762,1.0000,4097,4.0716,7.8652,4028.2250,208.6870,61.84
1238,5.60346762,1.0000,4097,2.2409,4.8796,4066.5500,133.4048,61.92
1239,5.60346762,1.0000,4097,2.0960,3.7148,4076.6000,89.2272,62.00
1240,5.60346762,1.0000,4097,5.5500,9.3162,3976.4000,252.2251,62.07
1241,5.60346762,1.0000,4097,3.9603,7.0726,4023.6500,189.9997,62.13
1242,5.60346762,1.0000,4097,7.7467,18.2899,3957.6500,375.5552,62.20
1243,5.60346762,1.0000,4097,5.4550,8.5819,3993.8750,225.5331,62.26
1244,5.60346762,1.0000,4097,4.4183,7.2992,4014.3500,187.5803,62.33
1245,5.60346762,1.0000,4097,5.6455,10.0803,3978.5000,271.7377,62.40
1246,5.60404926,1.0000,4097,4.8880,9.6023,4003.3250,250.1184,62.47
1247,5.60713643,1.0590,4097,6.5307,10.9925,3973.6250,283.2342,62.56
1248,5.60713643,1.0590,4097,7.0989,12.7790,3955.1750,319.0349,62.64
1249,5.60713643,1.0590,4097,6.9428,13.7506,3961.6250,310.5059,62.71
1250,5.60713643,1.0590,4097,5.6799,11.4242,3989.0000,290.1420,62.78
1251,5.60713643,1.0590,4097,3.3717,9.2121,4056.7250,199.3250,62.85
1252,5.60713643,1.0590,4097,2.7067,6.6383,4054.3250,177.8971,62.93
1253,5.60713643,1.0590,4097,5.9555,9.5156,3979.3250,245.8650,62.99
1254,5.60713643,1.0590,4097,10.1927,15.2990,3881.1500,377.0040,63.04
1255,5.60713643,1.0590,4097,3.3307,8.7084,4060.9250,190.9453,63.09
1256,5.60713643,1.0590,4097,6.0248,14.5117,3991.1000,321.2916,63.14
1257,5.60713643,1.0590,4097,3.0514,6.1606,4050.7250,161.6425,63.19
1258,5.60721360,1.0000,4097,5.8597,11.0166,3977.6750,283.4575,63.25
1259,5.60721855,1.0000,4097,4.3621,7.8468,4014.5000,200.4463,63.30
1260,5.60721855,1.0000,4097,8.7581,15.2014,3918.5750,366.9749,63.34
1261,5.60721855,1.0000,4097,3.7760,7.6089,4036.1000,194.5000,63.39
1262,5.60726670,1.0000,4097,4.4055,8.1136,4016.8250,213.4369,63.44
1263,5.60776964,1.0000,4097,7.8194,15.4903,3935.8250,364.9923,63.49
1264,5.60821217,1.0000,4097,8.0090,10.9375,3915.2750,291.6302,63.54
1265,5.60828782,1.0000,4097,5.8927,10.2966,3971.8250,272.0778,63.59
1266,5.60828782,1.0000,4097,7.3820,11.7768,3935.5250,307.0591,63.64
1267,5.60828782,1.0000,4097,7.0985,14.1688,3953.6750,343.8113,63.69
1268,5.60828782,1.0000,4097,5.1573,11.0438,4003.3250,271.1853,63.74
1269,5.60828782,1.0000,4097,3.4934,8.6970,4042.9250,213.4089,63.79
1270,5.60828782,1.0000,4097,6.8877,10.3336,3958.3250,273.9507,63.84
1271,5.60828782,1.0000,4097,5.3319,10.0895,3993.0500,254.5837,63.89
1272,5.60828782,1.0000,4097,6.9935,11.5173,3961.5500,297.5907,63.94
1273,5.60828782,1.0000,4097,2.6716,6.9053,4066.3250,170.4141,63.99
1274,5.60863201,1.0000,4097,7.4841,15.0975,3952.3250,347.5177,64.05
1275,5.60863201,1.0000,4097,5.5034,10.5845,3993.6500,264.4921,64.09
1276,5.60863201,1.0000,4097,3.5311,7.9495,4044.0500,203.9874,64.14
1277,5.61289778,1.0000,4097,8.7782,16.3516,3917.9750,385.1014,64.19
1278,5.61289778,1.0000,4097,2.8406,5.5405,4054.4000,151.6176,64.24
1279,5.61289778,1.0000,4097,6.6157,12.7132,3956.7500,319.0615,64.30
1280,5.61289778,1.0000,4097,6.6573,9.8919,3958.9250,268.2984,64.35
1281,5.61320712,1.1116,4097,6.1336,14.0302,3995.6750,287.4005,64.40
1282,5.61320712,1.1116,4097,6.6075,15.0918,3975.6500,331.9869,64.45
1283,5.61320712,1.1116,4097,4.1716,6.6275,4030.6250,174.9044,64.50
1284,5.61320712,1.1116,4097,5.3399,9.2543,3986.6000,250.3744,64.55
1285,5.61320712,1.1116,4097,6.9022,13.4385,3967.9250,313.2864,64.60
1286,5.61320712,1.1116,4097,3.8019,6.3316,4037.6750,169.2230,64.65
1287,5.61332772,1.0000,4097,2.6544,4.8790,4065.2750,129.6817,64.70
1288,5.61332772,1.0000,4097,9.3172,18.5058,3907.7000,392.9369,64.75
1289,5.61332772,1.0000,4097,5.8191,10.0026,3978.5750,265.3169,64.80
1290,5.61332772,1.0000,4097,5.2017,10.5443,3990.0500,274.0706,64.85
1291,5.61332772,1.0000,4097,7.1647,12.1953,3950.0000,310.8527,64.90
1292,5.61332772,1.0000,4097,5.5931,10.4741,3980.4500,275.9841,64.95
1293,5.61332772,1.0000,4097,6.5567,11.2878,3967.9250,285.6242,65.00
1294,5.61332772,1.0000,4097,6.7230,11.4500,3961.4000,282.3112,65.05
1295,5.61332772,1.0000,4097,4.6810,10.4360,4001.5250,264.5006,65.09
1296,5.61332772,1.0000,4097,8.5797,14.8261,3913.4750,360.1043,65.14
1297,5.61503744,1.0000,4097,4.9335,8.8444,4010.3000,224.4271,65.19
1298,5.61503744,1.0000,4097,9.7959,15.2872,3887.9750,370.6071,65.24
1299,5.61527800,1.1116,4097,5.0030,9.5708,4013.6000,244.0221,65.30
1300,5.61527800,1.1116,4097,5.2376,10.4109,3993.8750,274.5883,65.34
1301,5.61527800,1.1116,4097,3.8945,7.6771,4038.2000,200.1877,65.39
1302,5.61527800,1.1116,4097,3.9913,8.4311,4032.6500,220.0791,65.44
1303,5.61527800,1.1116,4097,3.7166,10.5047,4033.6250,248.6638,65.49
1304,5.61551062,1.1116,4097,7.4451,14.9743,3954.1250,355.9735,65.54
1305,5.61551062,1.1116,4097,5.9872,12.7275,3970.8500,318.1004,65.58
1306,5.61551062,1.1116,4097,3.4785,5.4177,4047.3500,132.8579,65.63
1307,5.61551062,1.1116,4097,4.6856,9.5851,4018.4750,236.6465,65.68
1308,5.61551062,1.1116,4097,4.7746,7.7706,4008.5000,206.7956,65.73
1309,5.61551062,1.1116,4097,5.4093,10.3195,3992.6000,258.2408,65.78
1310,5.61551062,1.1116,4097,3.6015,5.1671,4046.4500,121.4177,65.83
1311,5.61551062,1.1116,4097,6.4501,10.5428,3966.8000,274.1307,65.88
1312,5.61551062,1.1116,4097,2.6696,6.0200,4067.4500,149.7967,65.93
1313,5.61792270,1.1116,4097,6.5583,13.5288,3970.8500,314.6133,65.98
1314,5.61792270,1.1116,4097,5.7607,10.9686,3990.3500,276.3657,66.03
1315,5.61792270,1.1116,4097,10.1779,17.0109,3867.8750,415.3005,66.09
1316,5.61792270,1.1116,4097,6.6784,11.4647,3956.0000,303.9705,66.14
1317,5.61792270,1.1116,4097,5.0095,9.5318,4005.5000,239.4735,66.19
1318,5.61792270,1.1116,4097,2.6061,3.5416,4080.4250,60.2955,66.24
1319,5.61792270,1.1116,4097,6.7983,11.6252,3940.4000,315.3064,66.29
1320,5.61792270,1.1116,4097,9.0563,16.3151,3903.6500,386.5782,66.34
1321,5.61792270,1.1116,4097,4.6350,7.9196,4009.1000,210.7926,66.39
1322,5.61792270,1.1116,4097,3.1110,7.8216,4051.3250,188.1714,66.43
1323,5.61813109,1.0000,4097,3.8444,9.4043,4031.3000,235.7557,66.48
1324,5.61813109,1.0000,4097,7.8894,14.7323,3927.3500,350.1252,66.53
1325,5.61813109,1.0000,4097,4.6643,9.2126,4008.9500,236.9008,66.58
1326,5.61813109,1.0000,4097,7.9447,12.2836,3922.4000,318.4378,66.64
1327,5.61959705,1.0000,4097,7.5527,17.8052,3959.5250,368.2834,66.69
1328,5.61959705,1.0000,4097,4.6127,9.3028,4015.7000,236.6464,66.74
1329,5.61959705,1.0000,4097,4.8541,9.5602,3999.5750,252.1794,66.79
1330,5.61959705,1.0000,4097,4.4519,8.7649,4027.1750,211.1177,66.84
1331,5.61959705,1.0000,4097,4.1398,8.9698,4025.0000,234.4582,66.88
1332,5.61959705,1.0000,4097,4.7587,8.3346,4016.2250,212.8947,66.93
1333,5.61959705,1.0000,4097,4.8248,9.2070,4008.5000,233.7614,66.99
1334,5.61959705,1.0000,4097,4.8968,9.0708,4002.7250,235.9847,67.03
1335,5.61963997,1.0000,4097,4.1514,8.3896,4019.9000,220.4931,67.08
1336,5.61963997,1.0000,4097,7.7051,11.8397,3934.7750,302.9149,67.13
1337,5.61963997,1.0000,4097,1.8382,3.2052,4084.4000,78.6870,67.18
1338,5.62027576,1.0000,4097,5.4433,9.2135,3985.4000,247.2774,67.24
1339,5.62027576,1.0000,4097,9.3440,12.6581,3894.8750,333.6262,67.28
1340,5.62027576,1.0000,4097,8.3601,17.1839,3927.5000,385.2454,67.33
1341,5.62027576,1.0000,4097,4.2939,8.7085,4023.7250,218.4567,67.38
1342,5.62027576,1.0000,4097,5.8727,10.2719,3966.9500,273.3612,67.43
1343,5.62027576,1.0000,4097,3.4983,7.4591,4043.9750,184.4395,67.48
1344,5.62759957,1.0000,4097,5.2963,9.1847,3993.4250,244.5754,67.53
1345,5.62759957,1.0000,4097,6.3132,13.7641,3980.9000,317.3102,67.58
1346,5.62759957,1.0000,4097,3.9803,10.0979,4037.0000,234.1797,67.63
1347,5.62765224,1.0000,4097,6.2409,9.9593,3976.2500,253.5974,67.68
1348,5.62765224,1.0000,4097,5.0249,11.3481,4001.9750,272.6622,67.73
1349,5.62769792,1.0000,4097,8.1010,12.9167,3934.1000,322.7101,67.78
1350,5.62769792,1.0000,4097,4.6891,9.2018,4019.5250,218.0949,67.83
1351,5.62769792,1.0000,4097,5.8003,9.6677,3972.7250,258.1638,67.88
1352,5.62769792,1.0000,4097,6.4308,12.1269,3966.3500,283.1871,67.93
1353,5.62769792,1.0000,4097,8.9360,15.5573,3917.4500,369.2972,67.98
1354,5.62769792,1.0000,4097,4.8459,9.0841,4009.4750,226.4949,68.03
1355,5.62830623,1.0000,4097,4.7509,11.2939,4010.0000,275.0977,68.08
1356,5.62830623,1.0000,4097,4.7128,7.8550,4002.8750,211.2719,68.13
1357,5.62830623,1.0000,4097,6.5661,11.5669,3973.8500,297.3891,68.18
1358,5.62830623,1.0000,4097,9.0649,16.3861,3921.4250,367.1214,68.23
1359,5.62830623,1.0000,4097,2.8293,5.0450,4066.1000,126.9769,68.28
1360,5.62830623,1.0000,4097,8.3131,13.6226,3913.9250,350.8355,68.33
1361,5.62830623,1.0000,4097,3.6645,6.3415,4042.1750,165.7619,68.38
1362,5.62830623,1.0000,4097,5.8181,10.2728,3977.2250,267.1242,68.43
1363,5.62912842,1.0000,4097,3.7228,10.3391,4032.6500,246.0118,68.48
1364,5.62912842,1.0000,4097,8.2223,16.0002,3937.1000,361.5941,68.53
1365,5.63047363,1.0000,4097,5.2667,11.4316,4006.4000,252.2527,68.58
1366,5.63047363,1.0000,4097,7.4890,11.4211,3929.9750,299.3621,68.63
1367,5.63047363,1.0000,4097,4.6859,8.5958,4009.7000,229.2575,68.68
1368,5.63047363,1.0000,4097,5.7526,13.2052,3993.5000,296.6847,68.74
1369,5.63047363,1.0000,4097,3.9670,9.0343,4031.5250,226.9078,68.79
1370,5.63047363,1.0000,4097,6.5839,13.2175,3962.9000,323.4559,68.84
1371,5.63132284,1.4078,4097,5.6642,12.4782,3984.2000,303.0756,68.89
1372,5.63132284,1.4078,4097,6.8875,15.2365,3975.2750,335.5449,68.94
1373,5.63132284,1.4078,4097,5.5819,9.5059,3988.7750,249.3642,68.99
1374,5.63132284,1.4078,4097,5.9345,12.7677,3981.7250,305.7263,69.04
1375,5.63132284,1.4078,4097,4.6517,10.7934,4014.0500,260.2209,69.09
1376,5.63156968,1.0000,4097,7.8236,16.1327,3933.2750,378.2481,69.14
1377,5.63156968,1.0000,4097,5.2602,10.3613,3985.0250,274.0163,69.20
1378,5.63156968,1.0000,4097,6.4197,12.0702,3967.4750,299.7733,69.25
1379,5.63156968,1.0000,4097,6.3382,9.9904,3966.6500,256.0091,69.30
1380,5.63156968,1.0000,4097,4.8524,9.4600,4002.6500,244.7841,69.35
1381,5.63156968,1.0000,4097,3.5781,7.2439,4038.9500,184.6128,69.40
1382,5.63156968,1.0000,4097,8.3072,15.0818,3919.4000,364.9542,69.44
1383,5.63156968,1.0000,4097,1.6878,3.0056,4085.8250,69.7879,69.49
1384,5.63156968,1.0000,4097,8.7988,13.4789,3903.5750,343.8705,69.54
1385,5.63156968,1.0000,4097,5.9478,9.2162,3973.8500,239.6509,69.59
1386,5.63156968,1.0000,4097,6.3599,12.8416,3971.0000,304.5879,69.65
1387,5.63331120,1.0000,4097,5.9830,10.2518,3969.7250,271.5977,69.70
1388,5.63331120,1.0000,4097,8.7862,16.7226,3915.0500,392.8778,69.75
1389,5.63331120,1.0000,4097,5.7050,11.0963,3977.7500,292.1242,69.80
1390,5.63331120,1.0000,4097,5.9697,16.0719,4005.3500,321.6435,69.85
1391,5.63331120,1.0000,4097,7.5042,10.5698,3941.3000,286.1234,69.90
1392,5.63331120,1.0000,4097,4.7595,11.7779,4010.1500,275.1418,69.95
